OBSTRC_FCTR_CN,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,REPRT_YEAR_CN,EXAMIN_COUNTRY_NM,CNTNTS_URL
"다양하지 않은 제품 종류?스타일","6","6.10000","5.00000","6.30000","5.10000","3.00000","7.80000","5.60000","2021","베트남","패션"
"자국과의 정치?외교적 관계로 인해","4","3.80000","5.00000","3.20000","8.50000","3.00000","4.70000","0.00000","2021","베트남","패션"
"기타","1","0.80000","0.70000","1.60000","0.00000","1.50000","0.00000","0.00000","2021","베트남","패션"
"없음","29","22.90000","34.50000","27.00000","23.70000","37.90000","26.60000","27.80000","2021","베트남","패션"
"품질 대비 비싼 가격","19","18.80000","19.70000","20.90000","21.80000","13.00000","22.20000","20.00000","2021","베트남","뷰티"
"제품의 홍보가 지나치게 과장됨","15","12.00000","17.10000","9.00000","12.70000","20.30000","17.50000","13.30000","2021","베트남","뷰티"
"한방 성분이 기호에 맞지 않아서","10","12.00000","7.90000","10.40000","7.30000","10.10000","12.70000","0.00000","2021","베트남","뷰티"
"품질이 떨어짐","6","8.50000","4.60000","11.90000","7.30000","1.40000","3.20000","13.30000","2021","베트남","뷰티"
"다양하지 않은 제품 종류?스타일","5","9.40000","2.00000","6.00000","3.60000","5.80000","6.30000","0.00000","2021","베트남","뷰티"
"브랜드 이미지가 좋지 않아서","5","5.10000","3.90000","4.50000","9.10000","2.90000","1.60000","6.70000","2021","베트남","뷰티"
"제품 패키지 디자인이 별로여서","5","5.10000","3.90000","6.00000","1.80000","7.20000","3.20000","0.00000","2021","베트남","뷰티"
"자국과의 정치?외교적 관계로 인해","2","1.70000","1.30000","3.00000","1.80000","0.00000","1.60000","0.00000","2021","베트남","뷰티"
"기타","0","0.00000","0.70000","1.50000","0.00000","0.00000","0.00000","0.00000","2021","베트남","뷰티"
"없음","34","27.40000","38.80000","26.90000","34.50000","39.10000","31.70000","46.70000","2021","베트남","뷰티"
"제공하는 음식이 다양하지 않음","16","17.30000","14.20000","15.30000","14.30000","15.70000","17.20000","20.00000","2021","베트남","한식"
"가성비가 좋지 않아서","15","15.40000","14.20000","11.10000","17.50000","17.10000","14.10000","15.00000","2021","베트남","한식"
"좋아하는 맛과 향이 아니어서","13","15.40000","9.40000","12.50000","12.70000","11.40000","10.90000","25.00000","2021","베트남","한식"
"반찬이 많아 식사하기 번거로움","10","11.70000","8.70000","16.70000","6.30000","8.60000","10.90000","5.00000","2021","베트남","한식"
"식사도구의 사용이 어려움","8","8.60000","6.30000","11.10000","11.10000","4.30000","6.30000","0.00000","2021","베트남","한식"
"식당,직원의 위생?청결 상태가 좋지 않아서","5","4.30000","4.70000","2.80000","7.90000","4.30000","3.10000","5.00000","2021","베트남","한식"
"불친절한 직원","3","3.10000","3.10000","4.20000","3.20000","1.40000","3.10000","5.00000","2021","베트남","한식"
"상차림?플레이팅?분위기가 마음에 들지 않아서","3","2.50000","3.10000","4.20000","1.60000","1.40000","4.70000","0.00000","2021","베트남","한식"
"자국과의 정치?외교적 관계로 인해","2","3.10000","1.60000","1.40000","1.60000","2.90000","3.10000","5.00000","2021","베트남","한식"
"기타","2","2.50000","1.60000","0.00000","6.30000","0.00000","1.60000","5.00000","2021","베트남","한식"
"없음","24","16.00000","33.10000","20.80000","17.50000","32.90000","25.00000","15.00000","2021","베트남","한식"
"자막?더빙 통한 시청 불편함","11","6.40000","17.20000","14.30000","8.50000","7.30000","11.80000","33.30000","2021","호주","TV 드라마"
"어색한 배우들의 연기","11","11.50000","10.90000","10.70000","8.50000","14.60000","17.60000","0.00000","2021","호주","TV 드라마"
"한국어가 어렵고 생소함","11","10.30000","10.90000","7.10000","4.30000","19.50000","5.90000","22.20000","2021","호주","TV 드라마"
"한 회당 방영시간이 길어서","10","11.50000","7.80000","10.70000","10.60000","12.20000","5.90000","0.00000","2021","호주","TV 드라마"
"소재,스토리,장르 등이 진부?획일적","9","10.30000","7.80000","3.60000","10.60000","12.20000","5.90000","11.10000","2021","호주","TV 드라마"
"인터내셔널한 캐스팅이 없음","9","12.80000","3.10000","17.90000","0.00000","12.20000","11.80000","0.00000","2021","호주","TV 드라마"
"같은 배우가 타 작품에 반복적으로 출연해서","8","7.70000","7.80000","3.60000","12.80000","4.90000","11.80000","0.00000","2021","호주","TV 드라마"
"한국적인 색채가 강해서","7","5.10000","9.40000","3.60000","12.80000","2.40000","11.80000","0.00000","2021","호주","TV 드라마"
"비용이 많이 듦","6","7.70000","3.10000","10.70000","4.30000","4.90000","0.00000","11.10000","2021","호주","TV 드라마"
"에피소드 편수가 적음","4","3.80000","3.10000","0.00000","6.40000","4.90000","0.00000","0.00000","2021","호주","TV 드라마"
"자국과의 정치?외교적 관계로 인해","1","2.60000","0.00000","3.60000","0.00000","0.00000","5.90000","0.00000","2021","호주","TV 드라마"
"없음","14","10.30000","18.80000","14.30000","21.30000","4.90000","11.80000","22.20000","2021","호주","TV 드라마"
"자막?더빙 통한 시청 불편함","12","9.80000","13.70000","9.50000","10.80000","9.70000","10.00000","66.70000","2021","호주","예능"
"한국어가 어렵고 생소함","10","9.80000","9.80000","19.00000","8.10000","6.50000","10.00000","0.00000","2021","호주","예능"
"방송용 자막이 너무 많아서","9","8.20000","9.80000","4.80000","0.00000","16.10000","15.00000","33.30000","2021","호주","예능"
"게스트 토크 의존 포맷이 많음","9","8.20000","9.80000","4.80000","5.40000","19.40000","5.00000","0.00000","2021","호주","예능"
"한국식 유머코드가 맞지 않음","8","9.80000","5.90000","9.50000","13.50000","6.50000","0.00000","0.00000","2021","호주","예능"
"나오는 사람들이 반복적으로 출연해서","7","11.50000","2.00000","4.80000","2.70000","9.70000","15.00000","0.00000","2021","호주","예능"
"한국적인 색채가 강해서","7","9.80000","3.90000","4.80000","5.40000","6.50000","15.00000","0.00000","2021","호주","예능"
"짜임새 있는 포맷이 아닌 즉흥적임","5","3.30000","7.80000","14.30000","5.40000","3.20000","0.00000","0.00000","2021","호주","예능"
"지속적으로 진행되는 콘텐츠가 적음","5","3.30000","7.80000","0.00000","5.40000","6.50000","10.00000","0.00000","2021","호주","예능"
"매력적인 스타의 미출연","5","6.60000","3.90000","0.00000","10.80000","6.50000","0.00000","0.00000","2021","호주","예능"
"자국과의 정치?외교적 관계로 인해","5","4.90000","5.90000","4.80000","10.80000","3.20000","0.00000","0.00000","2021","호주","예능"
"없음","17","14.80000","19.60000","23.80000","21.60000","6.50000","20.00000","0.00000","2021","호주","예능"
"자막?더빙 통한 시청 불편함","16","12.60000","19.50000","13.50000","22.20000","11.10000","7.70000","22.20000","2021","호주","영화"
"한국어가 어렵고 생소함","16","18.40000","11.70000","27.00000","13.00000","15.60000","7.70000","11.10000","2021","호주","영화"
"한국 배우?관계자의 부적절한 언행","8","7.80000","7.80000","2.70000","7.40000","11.10000","7.70000","11.10000","2021","호주","영화"
"다른 언어?문화로 내용의 이해가 어려움","8","8.70000","6.50000","2.70000","3.70000","15.60000","11.50000","5.60000","2021","호주","영화"
"비용이 많이 듦","7","8.70000","3.90000","5.40000","1.90000","13.30000","7.70000","5.60000","2021","호주","영화"
"스토리의 짜임새가 떨어짐","7","5.80000","7.80000","0.00000","13.00000","6.70000","7.70000","0.00000","2021","호주","영화"
"소재,스토리,장르 등이 진부?획일적","7","7.80000","5.20000","0.00000","7.40000","2.20000","26.90000","0.00000","2021","호주","영화"
"이질적인 배우의 외모","6","4.90000","6.50000","2.70000","5.60000","11.10000","0.00000","5.60000","2021","호주","영화"
"작품성?예술적 가치가 떨어짐","5","5.80000","3.90000","8.10000","5.60000","2.20000","7.70000","0.00000","2021","호주","영화"
"자국과의 정치?외교적 관계로 인해","3","2.90000","3.90000","8.10000","0.00000","2.20000","7.70000","0.00000","2021","호주","영화"
"기타","1","0.00000","1.30000","0.00000","1.90000","0.00000","0.00000","0.00000","2021","호주","영화"
"없음","19","16.50000","22.10000","29.70000","18.50000","8.90000","7.70000","38.90000","2021","호주","영화"
"한국어 가사가 어렵고 생소함","16","18.00000","14.70000","12.70000","20.40000","8.70000","23.80000","26.70000","2021","호주","음악"
"대중적이지 않음","13","13.50000","12.70000","20.00000","13.00000","13.00000","0.00000","6.70000","2021","호주","음악"
"획일적인 음악 장르","11","13.50000","8.80000","9.10000","7.40000","15.20000","14.30000","13.30000","2021","호주","음악"
"자국 사회?도덕적 가치에 반하는 내용 포함","8","12.40000","3.90000","1.80000","11.10000","15.20000","4.80000","0.00000","2021","호주","음악"
"예술적 가치가 떨어짐","7","7.90000","6.90000","10.90000","3.70000","8.70000","4.80000","6.70000","2021","호주","음악"
"이질적인 가수의 외모","7","7.90000","5.90000","7.30000","1.90000","8.70000","14.30000","6.70000","2021","호주","음악"
"주위 반응이 좋지 않아서","7","5.60000","7.80000","7.30000","9.30000","4.30000","9.50000","0.00000","2021","호주","음악"
"한국 가수?관계자의 부적절한 언행","4","3.40000","3.90000","3.60000","1.90000","6.50000","0.00000","6.70000","2021","호주","음악"
"자국과의 정치?외교적 관계로 인해","3","1.10000","4.90000","1.80000","3.70000","4.30000","4.80000","0.00000","2021","호주","음악"
"자국 문화 보호 차원","3","4.50000","1.00000","1.80000","5.60000","2.20000","0.00000","0.00000","2021","호주","음악"
"기타","2","0.00000","3.90000","3.60000","3.70000","0.00000","0.00000","0.00000","2021","호주","음악"
"없음","19","12.40000","25.50000","20.00000","18.50000","13.00000","23.80000","33.30000","2021","호주","음악"
"한국어가 어렵고 생소함","16","19.70000","11.50000","5.90000","13.30000","20.50000","16.70000","36.40000","2021","호주","애니메이션"
"자막?더빙 통한 시청 불편함","13","15.50000","9.80000","20.60000","10.00000","7.70000","11.10000","18.20000","2021","호주","애니메이션"
"교육적이지 않아서","9","5.60000","13.10000","14.70000","3.30000","10.30000","5.60000","9.10000","2021","호주","애니메이션"
"소재,스토리,장르 등이 진부?획일적","8","5.60000","11.50000","0.00000","10.00000","12.80000","11.10000","9.10000","2021","호주","애니메이션"
"자국에 비해 특별하지 않음","8","11.30000","3.30000","2.90000","6.70000","15.40000","5.60000","0.00000","2021","호주","애니메이션"
"한국적인 색채가 강해서","8","11.30000","3.30000","0.00000","10.00000","10.30000","16.70000","0.00000","2021","호주","애니메이션"
"지나치게 상업적이라서","7","5.60000","8.20000","5.90000","10.00000","5.10000","11.10000","0.00000","2021","호주","애니메이션"
"자국과의 정치?외교적 관계로 인해","5","5.60000","3.30000","0.00000","13.30000","2.60000","0.00000","9.10000","2021","호주","애니메이션"
"자국 문화 정서와 맞지 않음","5","4.20000","4.90000","5.90000","3.30000","5.10000","5.60000","0.00000","2021","호주","애니메이션"
"캐릭터가 마음에 들지 않음","2","0.00000","4.90000","5.90000","3.30000","0.00000","0.00000","0.00000","2021","호주","애니메이션"
"없음","21","15.50000","26.20000","38.20000","16.70000","10.30000","16.70000","18.20000","2021","호주","애니메이션"
"비용이 많이 듦","18","16.90000","19.00000","11.10000","21.20000","16.10000","16.70000","100.00000","2021","호주","출판물"
"자국어로의 번역 미흡","11","11.90000","9.50000","16.70000","6.10000","9.70000","16.70000","0.00000","2021","호주","출판물"
"한국적인 색채가 강해서","11","15.30000","4.80000","16.70000","9.10000","6.50000","16.70000","0.00000","2021","호주","출판물"
"다른 언어?문화로 내용의 이해가 어려움","10","10.20000","9.50000","0.00000","12.10000","12.90000","11.10000","0.00000","2021","호주","출판물"
"선정적?폭력적 내용","10","8.50000","11.90000","5.60000","6.10000","9.70000","22.20000","0.00000","2021","호주","출판물"
"소재,장르 등이 진부?획일적","8","8.50000","7.10000","5.60000","12.10000","6.50000","5.60000","0.00000","2021","호주","출판물"
"자국과의 정치?외교적 관계로 인해","8","6.80000","9.50000","0.00000","9.10000","12.90000","5.60000","0.00000","2021","호주","출판물"
"스토리?작화가 마음에 들지 않음","4","3.40000","4.80000","0.00000","3.00000","9.70000","0.00000","0.00000","2021","호주","출판물"
"캐릭터가 마음에 들지 않음","3","3.40000","2.40000","0.00000","3.00000","6.50000","0.00000","0.00000","2021","호주","출판물"
"기타","1","1.70000","0.00000","5.60000","0.00000","0.00000","0.00000","0.00000","2021","호주","출판물"
"없음","17","13.60000","21.40000","38.90000","18.20000","9.70000","5.60000","0.00000","2021","호주","출판물"
"비용이 많이 듦","12","17.60000","2.60000","11.80000","6.10000","16.70000","17.40000","0.00000","2021","호주","게임"
"게임 서비스 운영이 잘 이루어지지 않아서","11","13.50000","5.10000","11.80000","3.00000","11.10000","13.00000","50.00000","2021","호주","게임"
"높은 디바이스 사양 필요","9","9.50000","7.70000","5.90000","15.20000","2.80000","13.00000","0.00000","2021","호주","게임"
"게임이 선정적?폭력적임","9","9.50000","7.70000","11.80000","9.10000","5.60000","13.00000","0.00000","2021","호주","게임"
"그래픽의 독창성 부족","8","8.10000","7.70000","11.80000","9.10000","8.30000","4.30000","0.00000","2021","호주","게임"
"한국적인 색채가 강해서","8","9.50000","5.10000","5.90000","6.10000","8.30000","13.00000","0.00000","2021","호주","게임"
"자국과의 정치?외교적 관계로 인해","5","5.40000","5.10000","0.00000","12.10000","2.80000","4.30000","0.00000","2021","호주","게임"
"소재,스토리,장르 등이 진부?획일적","4","5.40000","2.60000","5.90000","0.00000","5.60000","4.30000","25.00000","2021","호주","게임"
"자국 문화 정서와 맞지 않음","4","2.70000","7.70000","0.00000","6.10000","8.30000","0.00000","0.00000","2021","호주","게임"
"캐릭터 매력 부족 및 정체성 모호","4","2.70000","5.10000","0.00000","3.00000","8.30000","0.00000","0.00000","2021","호주","게임"
"스토리의 짜임새 부족","3","4.10000","0.00000","0.00000","3.00000","2.80000","4.30000","0.00000","2021","호주","게임"
"기타","2","0.00000","5.10000","5.90000","3.00000","0.00000","0.00000","0.00000","2021","호주","게임"
"없음","21","12.20000","38.50000","29.40000","24.20000","19.40000","13.00000","25.00000","2021","호주","게임"
"다양하지 않은 사이즈","21","12.10000","30.20000","21.70000","21.20000","22.50000","20.00000","12.50000","2021","호주","패션"
"품질 대비 비싼 가격","16","22.70000","9.50000","21.70000","18.20000","20.00000","8.00000","0.00000","2021","호주","패션"
"품질이 떨어짐","15","15.20000","14.30000","4.30000","15.20000","15.00000","20.00000","25.00000","2021","호주","패션"
"브랜드 이미지가 좋지 않아서","10","12.10000","7.90000","8.70000","6.10000","12.50000","12.00000","12.50000","2021","호주","패션"
"다양하지 않은 제품 종류?스타일","9","13.60000","4.80000","8.70000","9.10000","12.50000","0.00000","25.00000","2021","호주","패션"
"디자인이 별로여서","8","6.10000","9.50000","4.30000","9.10000","7.50000","12.00000","0.00000","2021","호주","패션"
"자국과의 정치?외교적 관계로 인해","3","4.50000","1.60000","4.30000","0.00000","2.50000","8.00000","0.00000","2021","호주","패션"
"없음","18","13.60000","22.20000","26.10000","21.20000","7.50000","20.00000","25.00000","2021","호주","패션"
"품질 대비 비싼 가격","16","15.50000","16.00000","17.20000","15.60000","17.80000","13.60000","9.10000","2021","호주","뷰티"
"제품의 홍보가 지나치게 과장됨","12","14.10000","9.90000","13.80000","6.70000","15.60000","9.10000","18.20000","2021","호주","뷰티"
"품질이 떨어짐","11","12.70000","8.60000","6.90000","11.10000","8.90000","18.20000","9.10000","2021","호주","뷰티"
"한방 성분이 기호에 맞지 않아서","9","9.90000","8.60000","0.00000","17.80000","6.70000","13.60000","0.00000","2021","호주","뷰티"
"제품 패키지 디자인이 별로여서","9","11.30000","7.40000","10.30000","2.20000","13.30000","9.10000","18.20000","2021","호주","뷰티"
"다양하지 않은 제품 종류?스타일","9","5.60000","11.10000","3.40000","8.90000","13.30000","4.50000","9.10000","2021","호주","뷰티"
"브랜드 이미지가 좋지 않아서","7","7.00000","7.40000","17.20000","4.40000","4.40000","4.50000","9.10000","2021","호주","뷰티"
"자국과의 정치?외교적 관계로 인해","6","9.90000","2.50000","6.90000","4.40000","8.90000","4.50000","0.00000","2021","호주","뷰티"
"기타","1","0.00000","1.20000","3.40000","0.00000","0.00000","0.00000","0.00000","2021","호주","뷰티"
"없음","21","14.10000","27.20000","20.70000","28.90000","11.10000","22.70000","27.30000","2021","호주","뷰티"
"가성비가 좋지 않아서","17","21.90000","12.70000","13.20000","17.20000","24.30000","10.80000","14.30000","2021","호주","한식"
"좋아하는 맛과 향이 아니어서","14","12.50000","14.60000","10.50000","12.50000","18.90000","13.50000","11.40000","2021","호주","한식"
"제공하는 음식이 다양하지 않음","13","10.20000","15.80000","11.80000","20.30000","10.80000","13.50000","8.60000","2021","호주","한식"
"식사도구의 사용이 어려움","13","16.40000","9.50000","18.40000","6.30000","12.20000","16.20000","8.60000","2021","호주","한식"
"반찬이 많아 식사하기 번거로움","11","10.20000","12.00000","13.20000","9.40000","9.50000","8.10000","17.10000","2021","호주","한식"
"불친절한 직원","6","5.50000","7.00000","6.60000","10.90000","2.70000","10.80000","0.00000","2021","호주","한식"
"식당,직원의 위생?청결 상태가 좋지 않아서","5","5.50000","5.10000","5.30000","6.30000","5.40000","5.40000","2.90000","2021","호주","한식"
"상차림?플레이팅?분위기가 마음에 들지 않아서","5","5.50000","3.80000","3.90000","0.00000","4.10000","13.50000","5.70000","2021","호주","한식"
"자국과의 정치?외교적 관계로 인해","4","3.10000","4.40000","3.90000","6.30000","4.10000","0.00000","2.90000","2021","호주","한식"
"기타","13","9.40000","15.20000","13.20000","10.90000","8.10000","8.10000","28.60000","2021","호주","한식"
"소재,스토리,장르 등이 진부?획일적","19","14.50000","25.00000","22.60000","21.40000","14.60000","15.40000","22.20000","2021","미국","TV 드라마"
"자막?더빙 통한 시청 불편함","10","7.90000","13.30000","12.90000","9.50000","9.80000","15.40000","0.00000","2021","미국","TV 드라마"
"에피소드 편수가 적음","8","11.80000","3.30000","3.20000","9.50000","9.80000","15.40000","0.00000","2021","미국","TV 드라마"
"한 회당 방영시간이 길어서","8","3.90000","13.30000","3.20000","7.10000","12.20000","0.00000","22.20000","2021","미국","TV 드라마"
"한국어가 어렵고 생소함","7","6.60000","8.30000","6.50000","11.90000","2.40000","7.70000","11.10000","2021","미국","TV 드라마"
"어색한 배우들의 연기","7","6.60000","8.30000","6.50000","9.50000","4.90000","7.70000","11.10000","2021","미국","TV 드라마"
"자국과의 정치?외교적 관계로 인해","7","6.60000","6.70000","6.50000","4.80000","2.40000","7.70000","33.30000","2021","미국","TV 드라마"
"한국적인 색채가 강해서","6","5.30000","6.70000","6.50000","4.80000","9.80000","0.00000","0.00000","2021","미국","TV 드라마"
"같은 배우가 타 작품에 반복적으로 출연해서","5","7.90000","1.70000","3.20000","4.80000","7.30000","7.70000","0.00000","2021","미국","TV 드라마"
"인터내셔널한 캐스팅이 없음","4","3.90000","5.00000","9.70000","2.40000","2.40000","7.70000","0.00000","2021","미국","TV 드라마"
"비용이 많이 듦","4","6.60000","0.00000","0.00000","4.80000","7.30000","0.00000","0.00000","2021","미국","TV 드라마"
"기타","1","0.00000","1.70000","3.20000","0.00000","0.00000","0.00000","0.00000","2021","미국","TV 드라마"
"없음","13","18.40000","6.70000","16.10000","9.50000","17.10000","15.40000","0.00000","2021","미국","TV 드라마"
"한국어가 어렵고 생소함","11","8.80000","13.00000","7.10000","10.30000","7.50000","11.10000","50.00000","2021","미국","예능"
"지속적으로 진행되는 콘텐츠가 적음","11","8.80000","13.00000","10.70000","10.30000","10.00000","22.20000","0.00000","2021","미국","예능"
"방송용 자막이 너무 많아서","10","7.40000","13.00000","10.70000","12.80000","5.00000","22.20000","0.00000","2021","미국","예능"
"자국과의 정치?외교적 관계로 인해","8","8.80000","7.40000","7.10000","7.70000","12.50000","0.00000","0.00000","2021","미국","예능"
"자막?더빙 통한 시청 불편함","7","8.80000","5.60000","10.70000","2.60000","10.00000","11.10000","0.00000","2021","미국","예능"
"나오는 사람들이 반복적으로 출연해서","7","11.80000","1.90000","3.60000","5.10000","12.50000","11.10000","0.00000","2021","미국","예능"
"한국식 유머코드가 맞지 않음","7","5.90000","9.30000","7.10000","5.10000","5.00000","11.10000","33.30000","2021","미국","예능"
"한국적인 색채가 강해서","6","10.30000","0.00000","0.00000","7.70000","10.00000","0.00000","0.00000","2021","미국","예능"
"짜임새 있는 포맷이 아닌 즉흥적임","5","4.40000","5.60000","3.60000","5.10000","7.50000","0.00000","0.00000","2021","미국","예능"
"게스트 토크 의존 포맷이 많음","5","2.90000","7.40000","3.60000","7.70000","5.00000","0.00000","0.00000","2021","미국","예능"
"매력적인 스타의 미출연","4","4.40000","3.70000","0.00000","7.70000","5.00000","0.00000","0.00000","2021","미국","예능"
"기타","1","1.50000","0.00000","0.00000","0.00000","2.50000","0.00000","0.00000","2021","미국","예능"
"없음","18","16.20000","20.40000","35.70000","17.90000","7.50000","11.10000","16.70000","2021","미국","예능"
"한국어가 어렵고 생소함","17","13.30000","21.30000","18.60000","8.80000","16.70000","16.70000","29.60000","2021","미국","영화"
"다른 언어?문화로 내용의 이해가 어려움","11","12.40000","10.00000","20.90000","10.50000","9.30000","0.00000","7.40000","2021","미국","영화"
"자막?더빙 통한 시청 불편함","11","11.50000","10.00000","14.00000","10.50000","7.40000","16.70000","11.10000","2021","미국","영화"
"이질적인 배우의 외모","7","9.70000","3.80000","2.30000","8.80000","9.30000","16.70000","3.70000","2021","미국","영화"
"스토리의 짜임새가 떨어짐","6","7.10000","3.80000","7.00000","3.50000","9.30000","0.00000","3.70000","2021","미국","영화"
"자국과의 정치?외교적 관계로 인해","6","5.30000","6.30000","0.00000","3.50000","11.10000","16.70000","3.70000","2021","미국","영화"
"소재,스토리,장르 등이 진부?획일적","6","5.30000","6.30000","7.00000","7.00000","1.90000","0.00000","11.10000","2021","미국","영화"
"작품성?예술적 가치가 떨어짐","5","7.10000","2.50000","2.30000","7.00000","3.70000","25.00000","0.00000","2021","미국","영화"
"비용이 많이 듦","4","5.30000","2.50000","2.30000","5.30000","7.40000","0.00000","0.00000","2021","미국","영화"
"한국 배우?관계자의 부적절한 언행","4","5.30000","2.50000","2.30000","8.80000","3.70000","0.00000","0.00000","2021","미국","영화"
"기타","2","1.80000","2.50000","4.70000","0.00000","1.90000","0.00000","3.70000","2021","미국","영화"
"없음","21","15.90000","28.80000","18.60000","26.30000","18.50000","8.30000","25.90000","2021","미국","영화"
"한국어 가사가 어렵고 생소함","16","12.70000","19.00000","17.50000","16.40000","14.50000","12.50000","15.60000","2021","미국","음악"
"주위 반응이 좋지 않아서","13","11.90000","13.10000","15.00000","12.30000","11.30000","0.00000","12.50000","2021","미국","음악"
"대중적이지 않음","12","10.20000","13.90000","12.50000","9.60000","14.50000","12.50000","12.50000","2021","미국","음악"
"획일적인 음악 장르","10","11.90000","8.00000","10.00000","5.50000","17.70000","12.50000","3.10000","2021","미국","음악"
"자국 문화 보호 차원","6","6.80000","5.10000","6.30000","6.80000","6.50000","0.00000","3.10000","2021","미국","음악"
"이질적인 가수의 외모","6","5.90000","5.80000","7.50000","8.20000","0.00000","0.00000","9.40000","2021","미국","음악"
"예술적 가치가 떨어짐","5","5.90000","4.40000","3.80000","6.80000","1.60000","25.00000","6.30000","2021","미국","음악"
"자국과의 정치?외교적 관계로 인해","5","6.80000","2.90000","0.00000","9.60000","4.80000","25.00000","0.00000","2021","미국","음악"
"한국 가수?관계자의 부적절한 언행","4","4.20000","3.60000","3.80000","5.50000","1.60000","0.00000","6.30000","2021","미국","음악"
"자국 사회?도덕적 가치에 반하는 내용 포함","2","3.40000","0.70000","1.30000","1.40000","4.80000","0.00000","0.00000","2021","미국","음악"
"기타","2","0.00000","4.40000","2.50000","1.40000","1.60000","0.00000","6.30000","2021","미국","음악"
"없음","20","20.30000","19.00000","20.00000","16.40000","21.00000","12.50000","25.00000","2021","미국","음악"
"자막?더빙 통한 시청 불편함","12","10.00000","13.80000","7.80000","11.70000","14.80000","0.00000","21.40000","2021","미국","애니메이션"
"한국어가 어렵고 생소함","11","12.00000","9.60000","11.80000","10.00000","11.50000","0.00000","14.30000","2021","미국","애니메이션"
"교육적이지 않아서","8","8.00000","8.50000","19.60000","1.70000","6.60000","12.50000","0.00000","2021","미국","애니메이션"
"소재,스토리,장르 등이 진부?획일적","8","8.00000","7.40000","5.90000","10.00000","1.60000","37.50000","14.30000","2021","미국","애니메이션"
"캐릭터가 마음에 들지 않음","7","6.00000","8.50000","3.90000","8.30000","9.80000","12.50000","0.00000","2021","미국","애니메이션"
"자국 문화 정서와 맞지 않음","7","10.00000","4.30000","9.80000","5.00000","6.60000","0.00000","14.30000","2021","미국","애니메이션"
"지나치게 상업적이라서","7","6.00000","7.40000","7.80000","3.30000","9.80000","12.50000","0.00000","2021","미국","애니메이션"
"한국적인 색채가 강해서","7","7.00000","6.40000","2.00000","11.70000","6.60000","12.50000","0.00000","2021","미국","애니메이션"
"자국과의 정치?외교적 관계로 인해","4","5.00000","3.20000","2.00000","6.70000","4.90000","0.00000","0.00000","2021","미국","애니메이션"
"자국에 비해 특별하지 않음","4","4.00000","3.20000","2.00000","3.30000","6.60000","0.00000","0.00000","2021","미국","애니메이션"
"없음","26","24.00000","27.70000","27.50000","28.30000","21.30000","12.50000","35.70000","2021","미국","애니메이션"
"비용이 많이 듦","12","13.60000","9.40000","6.70000","8.10000","13.30000","33.30000","0.00000","2021","미국","출판물"
"자국어로의 번역 미흡","10","13.60000","5.70000","10.00000","10.80000","6.70000","16.70000","0.00000","2021","미국","출판물"
"다른 언어?문화로 내용의 이해가 어려움","10","10.20000","9.40000","16.70000","10.80000","3.30000","8.30000","0.00000","2021","미국","출판물"
"한국적인 색채가 강해서","10","8.50000","11.30000","6.70000","8.10000","16.70000","0.00000","33.30000","2021","미국","출판물"
"스토리?작화가 마음에 들지 않음","9","10.20000","7.50000","3.30000","13.50000","10.00000","8.30000","0.00000","2021","미국","출판물"
"소재,장르 등이 진부?획일적","8","6.80000","9.40000","10.00000","2.70000","10.00000","16.70000","0.00000","2021","미국","출판물"
"자국과의 정치?외교적 관계로 인해","8","3.40000","13.20000","3.30000","8.10000","10.00000","8.30000","33.30000","2021","미국","출판물"
"캐릭터가 마음에 들지 않음","7","3.40000","11.30000","13.30000","8.10000","3.30000","0.00000","0.00000","2021","미국","출판물"
"선정적?폭력적 내용","6","6.80000","5.70000","6.70000","5.40000","10.00000","0.00000","0.00000","2021","미국","출판물"
"기타","1","0.00000","1.90000","3.30000","0.00000","0.00000","0.00000","0.00000","2021","미국","출판물"
"없음","20","23.70000","15.10000","20.00000","24.30000","16.70000","8.30000","33.30000","2021","미국","출판물"
"높은 디바이스 사양 필요","12","14.30000","8.50000","10.80000","9.10000","9.40000","40.00000","22.20000","2021","미국","게임"
"비용이 많이 듦","9","9.50000","8.50000","10.80000","7.30000","11.30000","0.00000","11.10000","2021","미국","게임"
"게임 서비스 운영이 잘 이루어지지 않아서","9","7.60000","11.90000","16.20000","5.50000","9.40000","0.00000","11.10000","2021","미국","게임"
"캐릭터 매력 부족 및 정체성 모호","9","7.60000","10.20000","2.70000","9.10000","11.30000","20.00000","0.00000","2021","미국","게임"
"소재,스토리,장르 등이 진부?획일적","8","8.60000","6.80000","2.70000","14.50000","5.70000","0.00000","11.10000","2021","미국","게임"
"한국적인 색채가 강해서","7","5.70000","8.50000","2.70000","9.10000","9.40000","0.00000","0.00000","2021","미국","게임"
"게임이 선정적?폭력적임","6","8.60000","1.70000","2.70000","7.30000","5.70000","10.00000","11.10000","2021","미국","게임"
"자국 문화 정서와 맞지 않음","5","4.80000","5.10000","2.70000","7.30000","3.80000","10.00000","0.00000","2021","미국","게임"
"스토리의 짜임새 부족","4","3.80000","5.10000","5.40000","5.50000","3.80000","0.00000","0.00000","2021","미국","게임"
"그래픽의 독창성 부족","4","4.80000","3.40000","10.80000","1.80000","3.80000","0.00000","0.00000","2021","미국","게임"
